[RETRY] prime task=real_2wiki_hop_00000_298f23b8088a11ebbd6eac1f6bf848b6 seed=2 attempt 1/3 failed (provider returned no choices for 'mistralai/mistral-nemo': None); retrying in 2s
Building 40 N=5 hop-fault twowiki_real bridge_comparison examples (bench_seed=42, IDENTICAL to rebuttal_experiment_d_real_hop.py's set)...
Built 40 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt']
  N=5 arm=direct real_2wiki_hop_00000_298f23b8088a11ebbd6eac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(1941,419)
  N=5 arm=selfcheckgpt real_2wiki_hop_00021_bbccb00a08c211ebbd8cac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(13777,432)
  N=5 arm=selfcheckgpt real_2wiki_hop_00021_bbccb00a08c211ebbd8cac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(11875,507)
  N=5 arm=selfcheckgpt real_2wiki_hop_00021_bbccb00a08c211ebbd8cac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(11862,476)
  N=5 arm=selfcheckgpt real_2wiki_hop_00022_69a7e9ca08e011ebbda1ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(11513,842)
  N=5 arm=selfcheckgpt real_2wiki_hop_00022_69a7e9ca08e011ebbda1ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(11560,842)
  N=5 arm=selfcheckgpt real_2wiki_hop_00022_69a7e9ca08e011ebbda1ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(13331,795)
  N=5 arm=selfcheckgpt real_2wiki_hop_00023_ae85fcce089411ebbd75ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(11029,572)
  N=5 arm=selfcheckgpt real_2wiki_hop_00023_ae85fcce089411ebbd75ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(11043,518)
  N=5 arm=selfcheckgpt real_2wiki_hop_00023_ae85fcce089411ebbd75ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(9524,549)
  N=5 arm=selfcheckgpt real_2wiki_hop_00024_c01a2fa8087111ebbd63ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10984,832)
  N=5 arm=selfcheckgpt real_2wiki_hop_00024_c01a2fa8087111ebbd63ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10838,733)
  N=5 arm=selfcheckgpt real_2wiki_hop_00024_c01a2fa8087111ebbd63ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10961,775)
  N=5 arm=selfcheckgpt real_2wiki_hop_00027_9b2ccd4e088b11ebbd6fac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10714,486)
  N=5 arm=selfcheckgpt real_2wiki_hop_00027_9b2ccd4e088b11ebbd6fac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10699,493)
  N=5 arm=selfcheckgpt real_2wiki_hop_00027_9b2ccd4e088b11ebbd6fac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10704,450)
  N=5 arm=selfcheckgpt real_2wiki_hop_00028_49a5c36b086111ebbd5dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10612,852)
  N=5 arm=selfcheckgpt real_2wiki_hop_00028_49a5c36b086111ebbd5dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10662,900)
  N=5 arm=selfcheckgpt real_2wiki_hop_00028_49a5c36b086111ebbd5dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10556,623)
  N=5 arm=selfcheckgpt real_2wiki_hop_00029_e7f8e98808a311ebbd7cac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=3/5 tokens=(9458,520)
  N=5 arm=selfcheckgpt real_2wiki_hop_00029_e7f8e98808a311ebbd7cac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=3/5 tokens=(11147,605)
  N=5 arm=selfcheckgpt real_2wiki_hop_00029_e7f8e98808a311ebbd7cac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=3/5 tokens=(9455,383)
  N=5 arm=selfcheckgpt real_2wiki_hop_00030_618527ff089911ebbd77ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(9586,579)
  N=5 arm=selfcheckgpt real_2wiki_hop_00030_618527ff089911ebbd77ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(9573,581)
  N=5 arm=selfcheckgpt real_2wiki_hop_00030_618527ff089911ebbd77ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(9580,638)
  N=5 arm=selfcheckgpt real_2wiki_hop_00031_c21fb3ab08a711ebbd7fac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=3/5 tokens=(10189,650)
  N=5 arm=selfcheckgpt real_2wiki_hop_00031_c21fb3ab08a711ebbd7fac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=3/5 tokens=(10215,673)
  N=5 arm=selfcheckgpt real_2wiki_hop_00031_c21fb3ab08a711ebbd7fac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(10128,582)
  N=5 arm=selfcheckgpt real_2wiki_hop_00032_33b0c274087211ebbd64ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(11106,482)
  N=5 arm=selfcheckgpt real_2wiki_hop_00032_33b0c274087211ebbd64ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(11089,462)
  N=5 arm=selfcheckgpt real_2wiki_hop_00032_33b0c274087211ebbd64ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(11102,745)
  N=5 arm=selfcheckgpt real_2wiki_hop_00033_09762e08087311ebbd66ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(12497,655)
  N=5 arm=selfcheckgpt real_2wiki_hop_00033_09762e08087311ebbd66ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(12485,700)
  N=5 arm=selfcheckgpt real_2wiki_hop_00033_09762e08087311ebbd66ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(12474,599)
  N=5 arm=selfcheckgpt real_2wiki_hop_00034_f1145dc6084f11ebbd56ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(10956,591)
  N=5 arm=selfcheckgpt real_2wiki_hop_00034_f1145dc6084f11ebbd56ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(10839,447)
  N=5 arm=selfcheckgpt real_2wiki_hop_00034_f1145dc6084f11ebbd56ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(10841,528)
  N=5 arm=selfcheckgpt real_2wiki_hop_00036_26b866e6085c11ebbd5cac1f6bf848b6 seed=0: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(12227,461)
  N=5 arm=selfcheckgpt real_2wiki_hop_00036_26b866e6085c11ebbd5cac1f6bf848b6 seed=1: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(12250,448)
  N=5 arm=selfcheckgpt real_2wiki_hop_00036_26b866e6085c11ebbd5cac1f6bf848b6 seed=2: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(12250,497)
  N=5 arm=selfcheckgpt real_2wiki_hop_00037_0a630db408c211ebbd8bac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(11633,816)
  N=5 arm=selfcheckgpt real_2wiki_hop_00037_0a630db408c211ebbd8bac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(11572,775)
  N=5 arm=selfcheckgpt real_2wiki_hop_00037_0a630db408c211ebbd8bac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(11575,1237)
  N=5 arm=selfcheckgpt real_2wiki_hop_00038_c5601df108a411ebbd7dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(11231,912)
  N=5 arm=selfcheckgpt real_2wiki_hop_00038_c5601df108a411ebbd7dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(11260,934)
  N=5 arm=selfcheckgpt real_2wiki_hop_00038_c5601df108a411ebbd7dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(11215,762)
  N=5 arm=selfcheckgpt real_2wiki_hop_00039_140fbeda08c611ebbd90ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10074,639)
  N=5 arm=selfcheckgpt real_2wiki_hop_00039_140fbeda08c611ebbd90ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10116,606)
  N=5 arm=selfcheckgpt real_2wiki_hop_00039_140fbeda08c611ebbd90ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10078,1190)
  N=5 arm=selfcheckgpt real_2wiki_hop_00041_6e5f2a2e085d11ebbd5cac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10864,786)
  N=5 arm=selfcheckgpt real_2wiki_hop_00041_6e5f2a2e085d11ebbd5cac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10803,675)
  N=5 arm=selfcheckgpt real_2wiki_hop_00041_6e5f2a2e085d11ebbd5cac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10823,927)
  N=5 arm=selfcheckgpt real_2wiki_hop_00042_eec16bb008c011ebbd8aac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(12488,335)
  N=5 arm=selfcheckgpt real_2wiki_hop_00042_eec16bb008c011ebbd8aac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(12512,363)
  N=5 arm=selfcheckgpt real_2wiki_hop_00042_eec16bb008c011ebbd8aac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(12492,333)
  N=5 arm=selfcheckgpt real_2wiki_hop_00043_c9eb430908c311ebbd8dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(13320,440)
  N=5 arm=selfcheckgpt real_2wiki_hop_00043_c9eb430908c311ebbd8dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(13324,448)
  N=5 arm=selfcheckgpt real_2wiki_hop_00043_c9eb430908c311ebbd8dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(13319,431)
  N=5 arm=selfcheckgpt real_2wiki_hop_00044_a5f0b646088b11ebbd6fac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(11836,868)
  N=5 arm=selfcheckgpt real_2wiki_hop_00044_a5f0b646088b11ebbd6fac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(11851,971)
  N=5 arm=selfcheckgpt real_2wiki_hop_00044_a5f0b646088b11ebbd6fac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(11799,616)
  N=5 arm=selfcheckgpt real_2wiki_hop_00046_18d4a1f8085611ebbd59ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(11105,612)
  N=5 arm=selfcheckgpt real_2wiki_hop_00046_18d4a1f8085611ebbd59ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(11170,640)
  N=5 arm=selfcheckgpt real_2wiki_hop_00046_18d4a1f8085611ebbd59ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(11092,593)
  N=5 arm=selfcheckgpt real_2wiki_hop_00049_e95acdbc085f11ebbd5dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(13046,717)
  N=5 arm=selfcheckgpt real_2wiki_hop_00049_e95acdbc085f11ebbd5dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(11203,597)
  N=5 arm=selfcheckgpt real_2wiki_hop_00049_e95acdbc085f11ebbd5dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'english': True} all_resolved=False n_resolved=4/5 tokens=(11197,456)
--- [selfcheckgpt] N=5: rows written=120 errors=0 tokens_in=1345415 tokens_out=72367 ---
