Building 60 4-fault-injected twowiki_real examples (bench_seed=42, IDENTICAL to rebuttal_experiment_d_real.py's set)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt']
  N=4 arm=direct real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2442,360)
  N=4 arm=self_refine real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5190,705)
  N=4 arm=self_refine real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5190,705)
  N=4 arm=self_refine real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5336,922)
  N=4 arm=self_refine real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5502,900)
  N=4 arm=self_refine real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5502,900)
  N=4 arm=self_refine real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5596,1329)
  N=4 arm=self_refine real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4726,502)
  N=4 arm=self_refine real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4726,502)
  N=4 arm=self_refine real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4736,552)
  N=4 arm=self_refine real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5639,749)
  N=4 arm=self_refine real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5639,749)
  N=4 arm=self_refine real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5646,707)
  N=4 arm=self_refine real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4882,1077)
  N=4 arm=self_refine real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4882,1077)
  N=4 arm=self_refine real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4984,1212)
  N=4 arm=self_refine real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5658,1229)
  N=4 arm=self_refine real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5658,1229)
  N=4 arm=self_refine real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5539,930)
--- [self_refine] N=4: rows written=180 errors=0 tokens_in=959678 tokens_out=201219 ---
  N=4 arm=full_regen real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4884,735)
  N=4 arm=full_regen real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4884,783)
  N=4 arm=full_regen real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4884,722)
  N=4 arm=full_regen real_2wiki_00147_e8d37e800bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4923,587)
  N=4 arm=full_regen real_2wiki_00147_e8d37e800bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4923,747)
  N=4 arm=full_regen real_2wiki_00147_e8d37e800bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4924,803)
  N=4 arm=full_regen real_2wiki_00157_36979dce0bdc11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4215,506)
  N=4 arm=full_regen real_2wiki_00157_36979dce0bdc11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4215,540)
  N=4 arm=full_regen real_2wiki_00157_36979dce0bdc11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4216,588)
  N=4 arm=full_regen real_2wiki_00382_bd036cfc088811ebbd6eac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4271,674)
  N=4 arm=full_regen real_2wiki_00382_bd036cfc088811ebbd6eac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4272,889)
  N=4 arm=full_regen real_2wiki_00382_bd036cfc088811ebbd6eac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4272,1070)
  N=4 arm=full_regen real_2wiki_00420_e55095520bda11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4902,820)
  N=4 arm=full_regen real_2wiki_00420_e55095520bda11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4902,1116)
  N=4 arm=full_regen real_2wiki_00420_e55095520bda11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4902,841)
  N=4 arm=full_regen real_2wiki_00481_c388f4ac093911ebbdaeac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4331,813)
  N=4 arm=full_regen real_2wiki_00481_c388f4ac093911ebbdaeac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4331,755)
  N=4 arm=full_regen real_2wiki_00481_c388f4ac093911ebbdaeac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4330,995)
  N=4 arm=full_regen real_2wiki_00805_60b8f042085f11ebbd5cac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5158,1069)
  N=4 arm=full_regen real_2wiki_00805_60b8f042085f11ebbd5cac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5158,1066)
  N=4 arm=full_regen real_2wiki_00805_60b8f042085f11ebbd5cac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5158,1164)
  N=4 arm=full_regen real_2wiki_00914_1d352a200bde11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4831,862)
  N=4 arm=full_regen real_2wiki_00914_1d352a200bde11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4831,820)
  N=4 arm=full_regen real_2wiki_00914_1d352a200bde11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4832,839)
  N=4 arm=full_regen real_2wiki_00966_183f6cc40bde11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5072,698)
  N=4 arm=full_regen real_2wiki_00966_183f6cc40bde11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5071,582)
  N=4 arm=full_regen real_2wiki_00966_183f6cc40bde11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5072,669)
  N=4 arm=full_regen real_2wiki_01092_f7f0760208e011ebbda2ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4180,734)
  N=4 arm=full_regen real_2wiki_01092_f7f0760208e011ebbda2ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4180,740)
  N=4 arm=full_regen real_2wiki_01092_f7f0760208e011ebbda2ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4180,838)
  N=4 arm=full_regen real_2wiki_01130_0ac40d780bdb11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(3962,402)
  N=4 arm=full_regen real_2wiki_01130_0ac40d780bdb11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(3961,345)
  N=4 arm=full_regen real_2wiki_01130_0ac40d780bdb11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(3961,374)
  N=4 arm=full_regen real_2wiki_01205_f8cb5c6b087511ebbd67ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5049,817)
  N=4 arm=full_regen real_2wiki_01205_f8cb5c6b087511ebbd67ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5049,694)
  N=4 arm=full_regen real_2wiki_01205_f8cb5c6b087511ebbd67ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5050,1048)
  N=4 arm=full_regen real_2wiki_01624_a84ba2780bda11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4626,734)
  N=4 arm=full_regen real_2wiki_01624_a84ba2780bda11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4626,765)
  N=4 arm=full_regen real_2wiki_01624_a84ba2780bda11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4626,692)
  N=4 arm=full_regen real_2wiki_01665_33323be20bde11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5177,856)
  N=4 arm=full_regen real_2wiki_01665_33323be20bde11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5177,684)
  N=4 arm=full_regen real_2wiki_01665_33323be20bde11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5178,671)
  N=4 arm=full_regen real_2wiki_01677_d94d1d720bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4894,1006)
  N=4 arm=full_regen real_2wiki_01677_d94d1d720bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4894,1371)
  N=4 arm=full_regen real_2wiki_01677_d94d1d720bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4893,664)
  N=4 arm=full_regen real_2wiki_01689_8980fef608ab11ebbd82ac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4731,886)
  N=4 arm=full_regen real_2wiki_01689_8980fef608ab11ebbd82ac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4731,827)
  N=4 arm=full_regen real_2wiki_01689_8980fef608ab11ebbd82ac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4729,678)
  N=4 arm=full_regen real_2wiki_01752_cd73fa43092711ebbdaeac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4560,1025)
  N=4 arm=full_regen real_2wiki_01752_cd73fa43092711ebbdaeac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4559,934)
  N=4 arm=full_regen real_2wiki_01752_cd73fa43092711ebbdaeac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4560,847)
  N=4 arm=full_regen real_2wiki_01768_ab715764085011ebbd57ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5075,1120)
  N=4 arm=full_regen real_2wiki_01768_ab715764085011ebbd57ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5075,1073)
  N=4 arm=full_regen real_2wiki_01768_ab715764085011ebbd57ac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5076,1062)
  N=4 arm=full_regen real_2wiki_01776_61c0b6a40bda11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4566,893)
  N=4 arm=full_regen real_2wiki_01776_61c0b6a40bda11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4566,897)
  N=4 arm=full_regen real_2wiki_01776_61c0b6a40bda11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4564,581)
  N=4 arm=full_regen real_2wiki_01791_0277d67a08c411ebbd8eac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4448,1108)
  N=4 arm=full_regen real_2wiki_01791_0277d67a08c411ebbd8eac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4448,1348)
  N=4 arm=full_regen real_2wiki_01791_0277d67a08c411ebbd8eac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4448,1002)
  N=4 arm=full_regen real_2wiki_02010_255fa5eb08af11ebbd83ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4915,773)
  N=4 arm=full_regen real_2wiki_02010_255fa5eb08af11ebbd83ac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4915,745)
  N=4 arm=full_regen real_2wiki_02010_255fa5eb08af11ebbd83ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4916,673)
  N=4 arm=full_regen real_2wiki_02153_a8f04a7f090211ebbdadac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5180,830)
  N=4 arm=full_regen real_2wiki_02153_a8f04a7f090211ebbdadac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5180,973)
  N=4 arm=full_regen real_2wiki_02153_a8f04a7f090211ebbdadac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5180,1018)
  N=4 arm=full_regen real_2wiki_02197_c21eebb40bdb11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4898,674)
  N=4 arm=full_regen real_2wiki_02197_c21eebb40bdb11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4898,639)
  N=4 arm=full_regen real_2wiki_02197_c21eebb40bdb11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4899,651)
  N=4 arm=full_regen real_2wiki_02278_913ceb43088211ebbd6dac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4830,962)
  N=4 arm=full_regen real_2wiki_02278_913ceb43088211ebbd6dac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4830,815)
  N=4 arm=full_regen real_2wiki_02278_913ceb43088211ebbd6dac1f6bf848b6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4830,842)
  N=4 arm=full_regen real_2wiki_02290_172fd661094811ebbdaeac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4590,747)
  N=4 arm=full_regen real_2wiki_02290_172fd661094811ebbdaeac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4590,742)
  N=4 arm=full_regen real_2wiki_02290_172fd661094811ebbdaeac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4590,544)
  N=4 arm=full_regen real_2wiki_02347_13c15658087311ebbd66ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4907,721)
