Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2303,343)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5277,669)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4926,371)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4979,772)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14268,283)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13528,512)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5431,719)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2463,133)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5173,684)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4926,266)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4979,601)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14268,267)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13260,375)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5327,342)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2352,296)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5116,848)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4704,772)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4757,836)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13602,422)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13124,449)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5270,623)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2352,301)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5121,814)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4704,604)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4757,834)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13821,482)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2352,301)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5275,779)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2352,312)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5132,987)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4704,638)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4757,850)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16062,518)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2352,312)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5286,798)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2344,365)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5196,755)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4688,658)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4741,930)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13554,441)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13473,660)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5350,887)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2344,291)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5095,681)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4688,495)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4741,801)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13554,513)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(7935,395)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5249,735)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2344,235)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5038,905)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4688,583)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4741,1100)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13554,392)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12937,513)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5192,774)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2461,289)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5329,843)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4922,662)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4975,804)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14410,392)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2461,289)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5483,775)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2461,283)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5323,887)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4922,546)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4975,871)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14410,389)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2461,283)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5477,774)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2461,294)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5334,1078)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4922,595)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4975,739)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14410,400)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2461,294)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5488,740)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2440,266)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5241,813)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4880,530)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4933,825)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16700,534)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2440,266)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5395,589)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2440,242)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5210,753)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4880,543)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4933,682)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16690,462)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13350,413)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5364,644)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2440,231)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5210,705)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4880,409)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4933,625)
