Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2344,287)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5229,351)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2451,144)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5075,376)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4902,401)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4955,555)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14196,224)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13283,688)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5229,351)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2518,283)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5390,674)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5036,632)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5089,733)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14810,465)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2518,283)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5544,684)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2518,283)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5390,674)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5036,452)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5089,733)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14872,541)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2518,283)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5544,684)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2518,215)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5302,544)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5036,465)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5089,769)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17281,455)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14098,974)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5456,505)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2391,196)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5027,510)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4782,385)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4835,621)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16310,361)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2391,196)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5181,496)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2391,196)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5027,510)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4782,420)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4835,621)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13950,284)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2391,196)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5181,496)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2391,194)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5025,538)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4782,414)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4835,633)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14020,389)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2391,194)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5179,497)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2395,172)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4989,430)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4790,480)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4843,865)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16433,448)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(13154,770)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5143,394)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2395,172)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4989,430)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4790,415)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4843,865)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16455,444)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(13154,770)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5143,394)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2395,256)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5093,652)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4790,628)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4843,843)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(14116,480)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13672,1054)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5247,593)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2529,262)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5393,810)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5058,672)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5111,787)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14930,513)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2529,262)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5547,674)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2529,262)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5393,810)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5058,469)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5111,787)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14892,493)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2529,262)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5547,674)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2529,315)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5467,941)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5058,515)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5111,978)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14918,568)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2529,315)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5621,833)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2500,205)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5254,556)
