Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=mistral-nemo-12b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2367,208)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4888,1046)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4944,1009)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14299,698)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15913,1409)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5800,1093)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2433,449)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5454,1190)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4866,785)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4922,1017)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14310,622)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15559,2117)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=0 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5606,894)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2433,449)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5454,1190)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4866,547)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4922,1017)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14282,643)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15559,2117)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5606,894)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2433,452)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5436,1118)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4866,827)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4922,999)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14316,618)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15549,2143)
  N=4 real_hotpotqa_02058_5a800ddd5542992097ad2fd0 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5588,878)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2583,488)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5776,1140)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5166,723)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5222,1018)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15236,694)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2583,488)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5928,1156)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2583,488)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5776,1140)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5166,856)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5222,1018)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15223,644)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2583,488)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5928,1156)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2583,509)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5825,1269)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5166,966)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5222,1057)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15216,720)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2583,509)
  N=4 real_hotpotqa_02082_5a77101d5542994aec3b71d7 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5977,1108)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2549,311)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5509,918)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5098,755)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5154,865)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17515,533)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15121,1523)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=0 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5661,661)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2549,311)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5509,918)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5135,689)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5154,865)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14976,441)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15121,1523)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=1 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5661,661)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2549,326)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5524,924)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5098,722)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5154,1004)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17443,464)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15084,1367)
  N=4 real_hotpotqa_02126_5a808c215542995d8a8ddf90 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5675,941)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2632,505)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5931,1260)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5264,883)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5320,1030)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15646,713)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2632,505)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6083,930)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2632,505)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5931,1260)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5264,921)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5320,1030)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15646,737)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2632,505)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6083,930)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2632,584)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6010,1602)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5264,1107)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5320,1179)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15457,744)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2632,584)
  N=4 real_hotpotqa_02201_5ac23f9555429951e9e684db seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6162,1009)
  N=4 real_hotpotqa_02367_5a716a9b5542994082a3e821 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2572,408)
  N=4 real_hotpotqa_02367_5a716a9b5542994082a3e821 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5737,789)
  N=4 real_hotpotqa_02367_5a716a9b5542994082a3e821 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5144,769)
  N=4 real_hotpotqa_02367_5a716a9b5542994082a3e821 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5200,950)
  N=4 real_hotpotqa_02367_5a716a9b5542994082a3e821 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15039,499)
  N=4 real_hotpotqa_02367_5a716a9b5542994082a3e821 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2572,408)
