Building 60 4-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=40000, model=llama-3.3-70b provider=together model_id=meta-llama/Llama-3.3-70B-Instruct-Turbo)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'reflexion', 'full_regen', 'react', 'selfcheckgpt', 'intro_specter']
  model=llama-3.3-70b N=4 arm=direct real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2655,270)
  model=llama-3.3-70b N=4 arm=self_refine real_lme_05844_8550ddae seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5584,664)
  model=llama-3.3-70b N=4 arm=self_refine real_lme_05844_8550ddae seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5577,697)
--- [llama-3.3-70b][self_refine] N=4: rows written=180 errors=0 tokens_in=1009865 tokens_out=131305 ---
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14594,553)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14556,567)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15133,691)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14651,544)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14824,599)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15794,796)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00168_gpt4_68e94287 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14592,333)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00168_gpt4_68e94287 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14612,308)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00168_gpt4_68e94287 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15382,531)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00220_gpt4_2312f94c seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14023,255)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00220_gpt4_2312f94c seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14038,306)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00220_gpt4_2312f94c seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14018,296)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00263_2698e78f seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13989,404)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00263_2698e78f seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13919,378)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00263_2698e78f seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(13913,393)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00322_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15780,541)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00322_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15990,549)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00322_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15779,556)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00423_0e5e2d1a seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2243,282)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00423_0e5e2d1a seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2243,281)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00423_0e5e2d1a seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2243,281)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00446_0ddfec37_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14274,417)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00446_0ddfec37_abs seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14277,417)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00446_0ddfec37_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2631,242)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00448_c7dc5443 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14428,413)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00448_c7dc5443 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14422,392)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00448_c7dc5443 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(8673,321)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00491_gpt4_59149c78 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14353,559)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00491_gpt4_59149c78 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15383,904)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00491_gpt4_59149c78 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14861,619)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00576_gpt4_85da3956 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14991,622)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00576_gpt4_85da3956 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15127,666)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00576_gpt4_85da3956 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14795,625)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00617_92a0aa75 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14499,636)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00617_92a0aa75 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14620,640)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00617_92a0aa75 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13949,493)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00634_ad7109d1 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2548,192)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00634_ad7109d1 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2548,244)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00634_ad7109d1 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2548,282)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00780_eeda8a6d seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(9292,591)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00780_eeda8a6d seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14836,556)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00780_eeda8a6d seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14643,544)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00888_gpt4_2d58bcd6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14355,521)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00888_gpt4_2d58bcd6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14365,537)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_00888_gpt4_2d58bcd6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14111,410)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01107_08e075c7 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14988,596)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01107_08e075c7 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15012,605)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01107_08e075c7 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15024,612)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01294_4fd1909e seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13574,501)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01294_4fd1909e seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13595,353)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01294_4fd1909e seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14391,446)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01456_f685340e seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14927,522)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01456_f685340e seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2721,328)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01456_f685340e seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2721,328)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01592_078150f1 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14092,386)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01592_078150f1 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14042,367)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01592_078150f1 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14047,372)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01602_a2f3aa27 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2505,205)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01602_a2f3aa27 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2505,253)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01602_a2f3aa27 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2505,255)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01669_gpt4_468eb063 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14034,500)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01669_gpt4_468eb063 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14062,472)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01669_gpt4_468eb063 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13981,470)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01720_gpt4_4929293b seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14014,403)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01720_gpt4_4929293b seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14029,796)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01720_gpt4_4929293b seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14333,537)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01958_gpt4_fa19884d seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(8535,315)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01958_gpt4_fa19884d seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2625,328)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_01958_gpt4_fa19884d seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14145,372)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02098_d6062bb9 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14201,396)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02098_d6062bb9 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14243,432)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02098_d6062bb9 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14243,485)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02112_945e3d21 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14457,374)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02112_945e3d21 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14497,390)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02112_945e3d21 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14458,375)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02119_gpt4_9a159967 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2512,258)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02119_gpt4_9a159967 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2512,323)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02119_gpt4_9a159967 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2512,322)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02276_4388e9dd seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15212,516)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02276_4388e9dd seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14598,348)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02276_4388e9dd seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15069,459)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02335_gpt4_7ddcf75f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14889,488)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02335_gpt4_7ddcf75f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15141,530)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02335_gpt4_7ddcf75f seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15121,495)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02374_b6019101 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14706,445)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02374_b6019101 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2686,338)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02374_b6019101 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(8870,367)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02431_bc149d6b seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14565,358)
  model=llama-3.3-70b N=4 arm=reflexion real_lme_02431_bc149d6b seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14560,357)
