Building 60 4-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=40000, model=mistral-nemo-12b provider=openrouter model_id=mistralai/mistral-nemo)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'reflexion', 'full_regen', 'react', 'selfcheckgpt', 'intro_specter']
  model=mistral-nemo-12b N=4 arm=direct real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2705,368)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_01958_gpt4_fa19884d seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2689,340)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02098_d6062bb9 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2699,352)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02098_d6062bb9 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2699,352)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02098_d6062bb9 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16191,1585)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02112_945e3d21 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2721,307)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02112_945e3d21 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2721,307)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02112_945e3d21 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(16607,1742)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02119_gpt4_9a159967 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2617,54)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02119_gpt4_9a159967 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2617,54)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02119_gpt4_9a159967 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2618,165)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02276_4388e9dd seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17157,1770)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02276_4388e9dd seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17157,1770)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02276_4388e9dd seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17115,1773)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02335_gpt4_7ddcf75f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2810,182)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02335_gpt4_7ddcf75f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2810,182)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02335_gpt4_7ddcf75f seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2810,155)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02374_b6019101 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2799,335)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02374_b6019101 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2799,335)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02374_b6019101 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2799,471)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02431_bc149d6b seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2781,367)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02431_bc149d6b seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2781,367)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02431_bc149d6b seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2781,262)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02438_gpt4_e072b769 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2831,141)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02438_gpt4_e072b769 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2831,141)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02438_gpt4_e072b769 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2831,141)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02738_830ce83f seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2557,532)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02738_830ce83f seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2557,532)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02738_830ce83f seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2557,318)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02866_6e984302 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2619,317)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02866_6e984302 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2619,317)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02866_6e984302 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15375,1503)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02918_gpt4_d84a3211 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15720,1664)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02918_gpt4_d84a3211 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15720,1664)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02918_gpt4_d84a3211 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15637,1509)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02971_6071bd76 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16147,1677)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02971_6071bd76 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16147,1677)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02971_6071bd76 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15848,1414)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02988_gpt4_8279ba03 seed=0: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(15665,1393)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02988_gpt4_8279ba03 seed=1: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(15665,1393)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_02988_gpt4_8279ba03 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15423,1157)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03038_7527f7e2 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15011,1044)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03038_7527f7e2 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15011,1044)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03038_7527f7e2 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(8901,909)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03198_0bb5a684 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16581,2173)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03198_0bb5a684 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16581,2173)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03198_0bb5a684 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15367,916)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03261_60bf93ed seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15263,1026)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03261_60bf93ed seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15263,1026)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03261_60bf93ed seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(15081,1088)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03337_gpt4_1916e0ea seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2949,236)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03337_gpt4_1916e0ea seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2949,236)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03337_gpt4_1916e0ea seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2949,416)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03429_cc5ded98 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15207,1356)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03429_cc5ded98 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15207,1356)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03429_cc5ded98 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15565,1521)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03568_c4f10528 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2690,306)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03568_c4f10528 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2690,306)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03568_c4f10528 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2690,167)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03671_71017276 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14783,1202)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03671_71017276 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14783,1202)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03671_71017276 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15192,1579)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03718_gpt4_76048e76 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(9663,1558)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03718_gpt4_76048e76 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(9663,1558)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03718_gpt4_76048e76 seed=2: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(2777,711)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03815_gpt4_e05b82a6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15614,1398)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03815_gpt4_e05b82a6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15614,1398)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03815_gpt4_e05b82a6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15724,1016)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03948_1a1907b4 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(20098,2349)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03948_1a1907b4 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(20098,2349)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_03948_1a1907b4 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(19546,1937)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_04636_ba358f49_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2835,147)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_04636_ba358f49_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2835,147)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_04636_ba358f49_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2834,277)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_04804_a89d7624 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17071,1307)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_04804_a89d7624 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17071,1307)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_04804_a89d7624 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17012,1424)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_04855_eeda8a6d_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2740,180)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_04855_eeda8a6d_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2740,180)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_04855_eeda8a6d_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2740,121)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_05009_gpt4_a2d1d1f6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17212,1923)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_05009_gpt4_a2d1d1f6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17212,1923)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_05009_gpt4_a2d1d1f6 seed=2: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2845,340)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_05020_41275add seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2149,290)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_05020_41275add seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2149,290)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_05020_41275add seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13636,1664)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_05138_603deb26 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(9507,1035)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_05138_603deb26 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(9507,1035)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_05138_603deb26 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2825,450)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_05283_8b9d4367 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14895,1612)
  model=mistral-nemo-12b N=4 arm=reflexion real_lme_05283_8b9d4367 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14895,1612)
