Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=llama-3.3-70b provider=together model_id=meta-llama/Llama-3.3-70B-Instruct-Turbo)...
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(1913,378)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(1931,279)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(1931,244)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(1931,388)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(11756,455)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(11484,416)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(11558,481)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13130,561)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2262,409)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12952,511)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2149,272)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2149,263)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2149,447)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2123,243)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2123,220)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2123,189)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11833,422)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11818,416)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(7304,390)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2158,315)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2158,372)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2158,330)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00038_b86304ba seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(11461,388)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00038_b86304ba seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(11458,415)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00038_b86304ba seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(11427,419)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(14313,590)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(14283,578)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(14402,558)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2136,540)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2136,635)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2136,369)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2230,258)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2230,313)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2230,313)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2222,258)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2222,268)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2222,557)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(12443,550)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2124,704)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2124,476)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2161,378)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2161,451)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2161,494)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00047_f685340e seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(7723,397)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00047_f685340e seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13094,574)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00047_f685340e seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12877,558)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(1968,244)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(1968,250)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(1968,231)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(14210,623)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13606,490)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(13578,482)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2201,280)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2201,372)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2201,256)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13689,820)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13572,815)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12455,541)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00052_1faac195 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(11986,957)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00052_1faac195 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12092,922)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00052_1faac195 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12041,776)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00053_21d02d0d seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12506,616)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00053_21d02d0d seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(12499,465)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00053_21d02d0d seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(12736,485)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2340,296)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2340,326)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2340,301)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00055_7e974930 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(7164,277)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00055_7e974930 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(7156,272)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00055_7e974930 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(7359,351)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2266,315)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2266,286)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2266,519)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2046,287)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2046,279)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2046,265)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13045,707)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13502,791)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12229,479)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2413,317)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2413,321)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2413,316)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2026,403)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2026,381)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(11207,427)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12655,537)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12438,495)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12462,512)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00068_dad224aa seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(12508,433)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(7543,355)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00068_dad224aa seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12595,451)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(14130,686)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13157,465)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13019,418)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12453,406)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00070_bc149d6b seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12430,365)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12610,437)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2103,266)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2103,215)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2103,230)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2192,327)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2192,529)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2192,299)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00073_89941a94 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(12281,418)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00073_89941a94 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(12554,463)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00073_89941a94 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(12360,422)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2078,449)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2078,289)
  model=llama-3.3-70b N=2 arm=reflexion real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2078,451)
--- [llama-3.3-70b][reflexion] N=2: rows written=180 errors=0 tokens_in=1199299 tokens_out=75616 ---
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4724,784)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4724,1255)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4724,947)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4892,705)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4892,730)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4892,879)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00002_51c32626 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4238,640)
