Building 60 4-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=40000, model=qwen-2.5-7b provider=openrouter model_id=qwen/qwen-2.5-7b-instruct)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'reflexion', 'full_regen', 'react', 'selfcheckgpt', 'intro_specter']
  model=qwen-2.5-7b N=4 arm=direct real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2657,150)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_01720_gpt4_4929293b seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13909,607)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_01958_gpt4_fa19884d seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2639,196)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_01958_gpt4_fa19884d seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2639,196)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_01958_gpt4_fa19884d seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2639,227)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02098_d6062bb9 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2629,85)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02098_d6062bb9 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2629,85)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02098_d6062bb9 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2629,86)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02112_945e3d21 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14822,896)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02112_945e3d21 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14822,896)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02112_945e3d21 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14764,866)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02119_gpt4_9a159967 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2565,181)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02119_gpt4_9a159967 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2565,181)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02119_gpt4_9a159967 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2565,177)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02276_4388e9dd seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16665,1550)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02276_4388e9dd seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16665,1550)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02276_4388e9dd seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15677,984)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02335_gpt4_7ddcf75f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(8783,613)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02335_gpt4_7ddcf75f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(8783,613)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02335_gpt4_7ddcf75f seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(8784,647)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02374_b6019101 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2746,211)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02374_b6019101 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2746,211)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02374_b6019101 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2746,189)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02431_bc149d6b seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14864,725)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02431_bc149d6b seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14864,725)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02431_bc149d6b seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14864,725)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02438_gpt4_e072b769 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2749,273)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02438_gpt4_e072b769 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2749,273)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02438_gpt4_e072b769 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2749,249)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02738_830ce83f seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13970,955)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02738_830ce83f seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13970,955)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02738_830ce83f seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14041,986)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02866_6e984302 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14639,1267)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02866_6e984302 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14639,1267)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02866_6e984302 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14440,1009)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02918_gpt4_d84a3211 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14239,956)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02918_gpt4_d84a3211 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14239,956)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02918_gpt4_d84a3211 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14059,825)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02971_6071bd76 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15315,1331)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02971_6071bd76 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15315,1331)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02971_6071bd76 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15237,1284)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02988_gpt4_8279ba03 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14937,867)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02988_gpt4_8279ba03 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14937,867)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_02988_gpt4_8279ba03 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14846,849)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03038_7527f7e2 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13496,388)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03038_7527f7e2 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13496,388)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03038_7527f7e2 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(8016,259)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03198_0bb5a684 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14084,870)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03198_0bb5a684 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14084,870)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03198_0bb5a684 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14174,955)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03261_60bf93ed seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14539,796)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03261_60bf93ed seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14539,796)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03261_60bf93ed seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14522,769)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03337_gpt4_1916e0ea seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2816,278)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03337_gpt4_1916e0ea seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2816,278)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03337_gpt4_1916e0ea seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16300,1342)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03429_cc5ded98 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13567,594)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03429_cc5ded98 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13567,594)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03429_cc5ded98 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13200,377)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03568_c4f10528 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2614,209)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03568_c4f10528 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2614,209)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03568_c4f10528 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2614,170)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03671_71017276 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2523,198)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03671_71017276 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2523,198)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03671_71017276 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2523,293)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03718_gpt4_76048e76 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2717,308)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03718_gpt4_76048e76 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2717,308)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03718_gpt4_76048e76 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2717,299)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03815_gpt4_e05b82a6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15140,1272)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03815_gpt4_e05b82a6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15140,1272)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03815_gpt4_e05b82a6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14900,1202)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03948_1a1907b4 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(18027,1280)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03948_1a1907b4 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(18027,1280)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_03948_1a1907b4 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17080,785)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_04636_ba358f49_abs seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(16100,1398)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_04636_ba358f49_abs seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(16100,1398)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_04636_ba358f49_abs seed=2: per_fault={'ctx': False, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=1/4 tokens=(16740,1668)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_04804_a89d7624 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16827,827)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_04804_a89d7624 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16827,827)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_04804_a89d7624 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17262,1271)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_04855_eeda8a6d_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2685,334)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_04855_eeda8a6d_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2685,334)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_04855_eeda8a6d_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2685,338)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_05009_gpt4_a2d1d1f6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15361,1079)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_05009_gpt4_a2d1d1f6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15361,1079)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_05009_gpt4_a2d1d1f6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15288,1061)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_05020_41275add seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(11165,459)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_05020_41275add seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(11165,459)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_05020_41275add seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(11167,463)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_05138_603deb26 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2754,302)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_05138_603deb26 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2754,302)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_05138_603deb26 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2754,188)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_05283_8b9d4367 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2470,281)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_05283_8b9d4367 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2470,281)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_05283_8b9d4367 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2470,281)
  model=qwen-2.5-7b N=4 arm=reflexion real_lme_05580_gpt4_7bc6cf22 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13625,427)
