Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=llama-3.1-8b provider=openrouter model_id=meta-llama/llama-3.1-8b-instruct)...
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(15648,1887)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(2544,370)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2136,363)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2136,363)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2116,323)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2230,772)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2230,772)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2230,427)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2238,355)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2238,355)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2222,486)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2124,81)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2124,81)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2104,81)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2161,348)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2161,348)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2141,187)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(12932,843)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00047_f685340e seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(12932,843)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(12907,961)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11969,1307)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11969,1307)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(1968,337)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(12873,588)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(12873,588)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(2405,356)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2181,204)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2181,204)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2201,246)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(2159,546)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(2159,546)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11811,7723)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00052_1faac195 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2161,214)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00052_1faac195 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2161,214)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00052_1faac195 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2181,67)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00053_21d02d0d seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2263,259)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00053_21d02d0d seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2263,259)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00053_21d02d0d seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2263,259)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(7862,955)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(7862,955)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2320,298)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00055_7e974930 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2207,1199)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00055_7e974930 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2207,1199)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00055_7e974930 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(17813,4109)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2246,283)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2246,283)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2266,104)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2046,120)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2046,120)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2026,266)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(13241,1591)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(13241,1591)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(13367,1747)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(7654,477)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(7654,477)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2413,126)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2006,222)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2006,222)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2006,222)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00067_41698283 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2203,289)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00067_41698283 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2203,289)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00067_41698283 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(11887,614)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00068_dad224aa seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2245,84)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2245,84)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00068_dad224aa seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2225,258)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2328,271)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2328,271)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2328,214)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00070_bc149d6b seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(6882,361)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00070_bc149d6b seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(6882,361)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12181,673)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2083,323)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2083,323)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2103,285)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2172,291)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2172,291)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2172,291)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00073_89941a94 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(11673,2362)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00073_89941a94 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(11673,2362)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00073_89941a94 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(2222,410)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2094,219)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2094,219)
  model=llama-3.1-8b N=2 arm=reflexion real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2078,346)
--- [llama-3.1-8b][reflexion] N=2: rows written=180 errors=0 tokens_in=862430 tokens_out=111587 ---
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4684,461)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4684,926)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4705,220)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4924,1010)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4888,784)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4872,925)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00002_51c32626 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4218,737)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00002_51c32626 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4218,509)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00002_51c32626 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4198,1265)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00004_gpt4_2655b836 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4222,670)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00004_gpt4_2655b836 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4258,475)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00004_gpt4_2655b836 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4262,452)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00005_2698e78f_abs seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4162,556)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00005_2698e78f_abs seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4182,335)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00005_2698e78f_abs seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4182,807)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00006_gpt4_1d80365e seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4450,610)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00006_gpt4_1d80365e seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4470,961)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00006_gpt4_1d80365e seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4470,411)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00007_5025383b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4008,670)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00007_5025383b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(3988,466)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00007_5025383b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4008,539)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00008_gpt4_cd90e484 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4266,492)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00008_gpt4_cd90e484 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4286,211)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00008_gpt4_cd90e484 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4246,452)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00009_c19f7a0b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4482,613)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00009_c19f7a0b seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4502,701)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00009_c19f7a0b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4482,386)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00010_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5236,541)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00010_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5236,642)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00010_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5200,668)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00011_gpt4_65aabe59 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4658,382)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00011_gpt4_65aabe59 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4658,575)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00011_gpt4_65aabe59 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4678,775)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00012_d6233ab6 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5038,924)
  model=llama-3.1-8b N=2 arm=full_regen real_lme_00012_d6233ab6 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5038,988)
