Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=qwen-2.5-7b provider=openrouter model_id=qwen/qwen-2.5-7b-instruct)...
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(1981,78)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(1981,78)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(1981,195)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(2434,208)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(2434,208)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(2434,152)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2214,168)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2214,168)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2214,155)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(12551,1018)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(12551,1018)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(12599,1028)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00052_1faac195 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2187,128)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00052_1faac195 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2187,128)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00052_1faac195 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2187,190)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00053_21d02d0d seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2297,169)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00053_21d02d0d seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2297,169)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00053_21d02d0d seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2297,158)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2353,356)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2353,356)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2353,339)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00055_7e974930 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13269,1128)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00055_7e974930 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13269,1128)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00055_7e974930 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13578,1362)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2279,283)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2279,283)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2279,277)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2054,202)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2054,202)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2054,218)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(12584,1016)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(12584,1016)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(12974,1208)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2419,338)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2419,338)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2419,325)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2057,240)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2057,240)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2057,249)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(14193,1596)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(14193,1596)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(14029,1524)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00068_dad224aa seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2276,137)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2276,137)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00068_dad224aa seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2276,239)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2418,220)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2418,220)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2418,208)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12554,657)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12554,657)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12542,656)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(2118,213)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(2118,213)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2118,282)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2207,262)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2207,262)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2207,241)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00073_89941a94 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(13683,1441)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00073_89941a94 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(13683,1441)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00073_89941a94 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13665,1430)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2124,261)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2124,261)
  model=qwen-2.5-7b N=2 arm=reflexion real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2124,281)
--- [qwen-2.5-7b][reflexion] N=2: rows written=180 errors=0 tokens_in=980232 tokens_out=86794 ---
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4738,680)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4738,596)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4738,542)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4916,534)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4916,557)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4916,625)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00002_51c32626 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4280,461)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00002_51c32626 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4280,380)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00002_51c32626 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4280,368)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00004_gpt4_2655b836 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4302,320)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00004_gpt4_2655b836 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4302,473)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00004_gpt4_2655b836 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4302,305)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00005_2698e78f_abs seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4236,417)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00005_2698e78f_abs seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4236,351)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00005_2698e78f_abs seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4236,356)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00006_gpt4_1d80365e seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4504,467)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00006_gpt4_1d80365e seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4504,509)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00006_gpt4_1d80365e seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4504,401)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00007_5025383b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4046,348)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00007_5025383b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4046,361)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00007_5025383b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4046,368)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00008_gpt4_cd90e484 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4298,440)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00008_gpt4_cd90e484 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4298,436)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00008_gpt4_cd90e484 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4298,373)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00009_c19f7a0b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4540,449)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00009_c19f7a0b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4540,310)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00009_c19f7a0b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4540,526)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00010_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5292,900)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00010_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5292,1014)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00010_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5292,923)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00011_gpt4_65aabe59 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4732,646)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00011_gpt4_65aabe59 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4732,662)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00011_gpt4_65aabe59 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4732,503)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00012_d6233ab6 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5128,628)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00012_d6233ab6 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5128,645)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00012_d6233ab6 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5128,552)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00014_gpt4_c27434e8_abs seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4350,583)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00014_gpt4_c27434e8_abs seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4350,614)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00014_gpt4_c27434e8_abs seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4350,717)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00016_f8c5f88b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4554,556)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00016_f8c5f88b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4554,494)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00016_f8c5f88b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4554,556)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4748,486)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4748,462)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4748,518)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00019_gpt4_e414231f seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4640,325)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00019_gpt4_e414231f seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4640,284)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00019_gpt4_e414231f seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4640,432)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00021_e56a43b9 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4744,382)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00021_e56a43b9 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4744,390)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00021_e56a43b9 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4744,330)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00022_6cb6f249 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4110,610)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00022_6cb6f249 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4110,550)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00022_6cb6f249 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4110,370)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00023_e48988bc seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3504,588)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00023_e48988bc seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3504,612)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00023_e48988bc seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3504,540)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00025_gpt4_4929293b seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4280,322)
