Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(1776,586)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(9756,309)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(10394,1236)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3877,446)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1632,311)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3671,869)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3264,777)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3317,1217)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(9541,579)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1632,311)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3825,735)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1632,311)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3671,869)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(3264,794)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3317,1217)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(9544,561)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1632,311)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3825,735)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1632,484)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3907,1176)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3264,813)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3317,1266)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(9537,761)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1632,484)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4061,905)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(2086,301)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(4527,743)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(4172,622)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(4225,1018)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(14222,454)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(2086,301)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(4681,650)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(2086,301)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(4527,743)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(4172,774)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(4225,1018)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(14222,455)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(2086,301)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(4681,650)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(2086,363)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(4610,816)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(4172,684)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4225,1039)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(12163,464)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(2086,363)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(4764,824)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1697,407)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3912,1105)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3394,910)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3447,1461)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(9945,648)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1697,407)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4066,973)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1697,407)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3912,1105)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3394,837)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3447,1461)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(11660,742)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1697,407)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4066,973)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1697,526)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4051,1272)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3394,959)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3447,996)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(11710,918)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(11673,1778)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4205,1274)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1723,411)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3974,1010)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3446,753)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=0 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3499,1103)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(9954,514)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1723,411)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4128,927)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1723,411)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3974,1010)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3446,723)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3499,1103)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(9954,512)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1723,411)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4128,927)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1723,548)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4153,1364)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3446,702)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3499,1198)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(9954,651)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1723,548)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4307,1085)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1873,427)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4359,1141)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3746,738)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3799,1215)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(10865,525)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1873,427)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4513,933)
