Building 60 5-fault (3 hop + 2 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=5 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(1679,133)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(10157,403)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(9646,393)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3876,513)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(1735,170)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3722,496)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3470,320)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3523,646)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(10156,400)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(9646,395)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3876,513)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(1886,278)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(4195,815)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3772,650)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3825,846)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(12767,396)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(1886,278)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4349,540)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(1886,290)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4207,918)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3772,668)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3825,895)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(12767,408)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(1886,290)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4361,550)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(1886,363)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4238,1041)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3772,670)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3825,955)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=4/5 tokens=(12773,563)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(1886,363)
  N=5 real_musique_hop_00080_3hop2__304722_397371_63959 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4392,675)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1960,326)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4391,859)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3920,801)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3973,802)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(13307,486)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1960,326)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4545,635)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1960,343)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4408,926)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3920,767)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3973,845)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(11398,449)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1960,343)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4562,647)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1960,346)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4410,970)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3920,683)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3973,822)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(13277,522)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(6904,435)
  N=5 real_musique_hop_00081_3hop2__304722_590317_63959 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4564,662)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(1878,467)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(4347,926)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3756,960)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3809,919)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(10930,681)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(6857,553)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4501,900)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(1878,373)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4330,964)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3756,697)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3809,830)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(10972,546)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(11272,536)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4484,798)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(1878,346)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4303,1121)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3756,857)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3809,786)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(12713,446)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(11201,512)
  N=5 real_musique_hop_00083_3hop2__304722_796034_63959 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4457,846)
  N=5 real_musique_hop_00098_3hop2__304722_330033_63959 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1857,293)
  N=5 real_musique_hop_00098_3hop2__304722_330033_63959 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4152,833)
  N=5 real_musique_hop_00098_3hop2__304722_330033_63959 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3714,619)
  N=5 real_musique_hop_00098_3hop2__304722_330033_63959 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3767,866)
  N=5 real_musique_hop_00098_3hop2__304722_330033_63959 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(12564,411)
  N=5 real_musique_hop_00098_3hop2__304722_330033_63959 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1857,293)
  N=5 real_musique_hop_00098_3hop2__304722_330033_63959 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4306,562)
  N=5 real_musique_hop_00098_3hop2__304722_330033_63959 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1857,242)
  N=5 real_musique_hop_00098_3hop2__304722_330033_63959 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4073,714)
  N=5 real_musique_hop_00098_3hop2__304722_330033_63959 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3714,491)
  N=5 real_musique_hop_00098_3hop2__304722_330033_63959 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3767,829)
  N=5 real_musique_hop_00098_3hop2__304722_330033_63959 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(10781,353)
  N=5 real_musique_hop_00098_3hop2__304722_330033_63959 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1857,242)
