Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1705,356)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(2000,416)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4715,793)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1632,190)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/resource_tracker.py:254: UserWarning: resource_tracker: There appear to be 1 leaked semaphore objects to clean up at shutdown
  warnings.warn('resource_tracker: There appear to be %d '
Resuming arm=direct: 63 (task_id, seed) rows already present, will be skipped.
Resuming arm=self_refine: 62 (task_id, seed) rows already present, will be skipped.
Resuming arm=full_regen: 62 (task_id, seed) rows already present, will be skipped.
Resuming arm=react: 62 (task_id, seed) rows already present, will be skipped.
Resuming arm=selfcheckgpt: 62 (task_id, seed) rows already present, will be skipped.
Resuming arm=reflexion: 62 (task_id, seed) rows already present, will be skipped.
Resuming arm=intro_specter: 62 (task_id, seed) rows already present, will be skipped.
Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3806,1006)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3308,720)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3361,876)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(9562,454)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1654,353)
  N=4 real_musique_hop_00024_3hop1__438364_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3960,697)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1820,385)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4170,925)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3640,723)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3693,1003)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12296,513)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1820,385)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4324,766)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1820,309)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4066,764)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3640,790)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3693,1048)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12296,437)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1820,309)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4220,616)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1820,375)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4188,878)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3640,611)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3693,915)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12296,504)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1820,375)
  N=4 real_musique_hop_00025_3hop1__161507_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4342,805)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(1885,212)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4064,647)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3770,743)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3823,799)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(10800,331)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(10480,422)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4218,576)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(1885,364)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(4237,750)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3770,566)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3823,912)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(10800,424)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(11005,566)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4391,972)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1885,449)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4343,1133)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3770,941)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3823,997)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(10800,571)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(11308,623)
  N=4 real_musique_hop_00027_3hop1__507961_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4497,986)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1853,374)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4183,1084)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3706,676)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3759,1056)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(10756,475)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1853,374)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4337,581)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1853,369)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4178,1031)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3706,929)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3759,1196)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(10756,470)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1853,369)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4332,573)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1853,692)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4654,1231)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3706,1046)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3759,1254)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(10756,793)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1853,692)
  N=4 real_musique_hop_00030_3hop1__604797_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4808,1247)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1917,405)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4342,1140)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3834,1043)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3887,1140)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(13406,1059)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1917,405)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4496,710)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1917,559)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4517,1447)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3834,940)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3887,1335)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(13547,1160)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1917,559)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4671,1056)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1917,340)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4256,1048)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3834,972)
  N=4 real_musique_hop_00031_3hop1__475351_160713_77246 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3887,1043)
